Timestamp,CPU%,MemoryMB,GPU%,GPUMemoryMB
2025-10-27 15:24:15,100,15516,0,2207
2025-10-27 15:24:18,100,15504,0,2207
2025-10-27 15:24:20,94,15492,0,2207
2025-10-27 15:24:22,95,15436,0,2207
2025-10-27 15:24:24,96,15391,0,2207
2025-10-27 15:24:27,94,15416,0,2207
2025-10-27 15:24:29,94,15433,0,2207
2025-10-27 15:24:31,93,15286,0,2207
2025-10-27 15:24:33,92,15470,0,2207
2025-10-27 15:24:36,97,15463,0,2207
2025-10-27 15:24:38,97,15453,0,2207
2025-10-27 15:24:40,95,15372,0,2207
2025-10-27 15:24:43,96,15366,0,2207
2025-10-27 15:24:45,93,15434,0,2207
2025-10-27 15:24:47,95,15385,0,2207
2025-10-27 15:24:50,91,15448,0,2207
2025-10-27 15:24:52,98,15481,0,2207
2025-10-27 15:24:54,92,15441,0,2207
2025-10-27 15:24:57,96,16019,0,2207
2025-10-27 15:24:59,97,15500,0,2207
2025-10-27 15:25:01,96,15531,0,2207
2025-10-27 15:25:04,100,15525,0,2207
2025-10-27 15:25:06,92,15624,0,2207
2025-10-27 15:25:08,94,15606,0,2207
2025-10-27 15:25:11,91,15635,0,2207
2025-10-27 15:25:13,94,15575,0,2207
2025-10-27 15:25:15,96,15771,0,2207
2025-10-27 15:25:18,96,15693,0,2207
2025-10-27 15:25:20,94,15704,0,2207
2025-10-27 15:25:22,98,15774,0,2207
2025-10-27 15:25:24,91,15723,0,2207
2025-10-27 15:25:27,94,15701,0,2207
2025-10-27 15:25:29,95,15681,0,2207
2025-10-27 15:25:31,93,15724,0,2207
2025-10-27 15:25:34,92,15720,0,2207
2025-10-27 15:25:36,93,15752,0,2207
2025-10-27 15:25:38,99,15941,0,2207
2025-10-27 15:25:41,92,15979,0,2207
2025-10-27 15:25:43,96,15750,0,2207
2025-10-27 15:25:45,95,16438,0,2207
2025-10-27 15:25:47,99,16335,0,2207
2025-10-27 15:25:50,91,16845,7,2425
2025-10-27 15:25:52,92,16944,0,2425
2025-10-27 15:25:54,98,16647,0,2425
2025-10-27 15:25:57,100,16564,68,2425
2025-10-27 15:25:59,100,16829,0,2425
2025-10-27 15:26:01,100,17084,0,2425
2025-10-27 15:26:03,94,17542,0,2425
2025-10-27 15:26:06,96,16675,70,2425
2025-10-27 15:26:08,91,16713,0,2425
2025-10-27 15:26:10,99,17160,0,2425
2025-10-27 15:26:12,93,17567,0,2425
2025-10-27 15:26:15,94,17038,12,2425
2025-10-27 15:26:17,96,17113,49,2425
2025-10-27 15:26:19,97,17241,0,2425
2025-10-27 15:26:22,96,17726,0,2425
2025-10-27 15:26:24,100,18019,0,2425
2025-10-27 15:26:26,100,17157,71,2425
2025-10-27 15:26:28,97,17214,0,2425
2025-10-27 15:26:31,98,17613,0,2425
2025-10-27 15:26:33,95,17880,0,2425
2025-10-27 15:26:35,96,17114,71,2425
2025-10-27 15:26:37,99,17173,0,2425
2025-10-27 15:26:40,99,17408,0,2425
2025-10-27 15:26:42,92,17777,0,2425
2025-10-27 15:26:44,100,17114,34,2425
2025-10-27 15:26:46,100,17105,26,2425
2025-10-27 15:26:49,100,17342,0,2425
2025-10-27 15:26:51,99,17720,0,2425
2025-10-27 15:26:53,94,17136,0,2425
2025-10-27 15:26:56,91,17018,71,2425
2025-10-27 15:26:58,97,17108,0,2425
2025-10-27 15:27:00,91,17610,0,2425
2025-10-27 15:27:02,100,17937,0,2425
2025-10-27 15:27:05,91,17078,72,2425
2025-10-27 15:27:07,96,17149,0,2425
2025-10-27 15:27:09,96,17511,0,2425
2025-10-27 15:27:11,97,17911,0,2425
2025-10-27 15:27:14,100,17145,39,2425
2025-10-27 15:27:16,91,17072,0,2425
2025-10-27 15:27:18,99,17378,0,2425
2025-10-27 15:27:21,93,17738,0,2425
2025-10-27 15:27:23,100,17088,69,2425
2025-10-27 15:27:25,95,17109,0,2425
2025-10-27 15:27:27,96,17386,0,2425
2025-10-27 15:27:30,97,17776,0,2425
2025-10-27 15:27:32,100,17070,6,2425
2025-10-27 15:27:34,100,17125,54,2425
2025-10-27 15:27:36,91,17172,0,2425
2025-10-27 15:27:39,97,17635,0,2425
2025-10-27 15:27:41,96,17912,0,2425
2025-10-27 15:27:43,100,17080,71,2425
2025-10-27 15:27:46,99,17097,0,2425
2025-10-27 15:27:48,96,17555,0,2425
2025-10-27 15:27:50,91,17883,0,2425
2025-10-27 15:27:52,99,17130,67,2425
2025-10-27 15:27:55,96,17149,0,2425
2025-10-27 15:27:57,97,17393,0,2425
2025-10-27 15:27:59,99,17836,0,2425
2025-10-27 15:28:01,97,17131,12,2425
2025-10-27 15:28:04,95,17146,50,2425
2025-10-27 15:28:06,96,17351,0,2425
2025-10-27 15:28:08,99,17753,0,2425
2025-10-27 15:28:11,94,17207,0,2425
2025-10-27 15:28:13,99,17280,72,2425
2025-10-27 15:28:15,98,17386,0,2425
2025-10-27 15:28:17,95,17888,0,2425
2025-10-27 15:28:20,96,18088,0,2425
2025-10-27 15:28:22,97,17190,68,2425
2025-10-27 15:28:24,91,17274,0,2425
2025-10-27 15:28:26,94,17656,0,2425
2025-10-27 15:28:29,91,18055,0,2425
2025-10-27 15:28:31,97,17274,35,2425
2025-10-27 15:28:33,95,17328,0,2425
2025-10-27 15:28:35,99,17544,0,2425
2025-10-27 15:28:38,93,18086,0,2425
2025-10-27 15:28:40,100,17360,0,2425
2025-10-27 15:28:42,99,17238,12,2425
2025-10-27 15:28:45,100,17423,0,2425
2025-10-27 15:28:47,97,17820,0,2425
2025-10-27 15:28:49,98,17375,6,2425
2025-10-27 15:28:51,96,17432,58,2425
2025-10-27 15:28:54,97,17441,0,2425
2025-10-27 15:28:56,97,17798,0,2425
2025-10-27 15:28:58,92,18173,0,2425
2025-10-27 15:29:00,95,17335,72,2425
2025-10-27 15:29:03,96,17350,0,2425
2025-10-27 15:29:05,97,17650,0,2425
2025-10-27 15:29:07,94,18021,0,2425
2025-10-27 15:29:10,100,17356,62,2425
2025-10-27 15:29:12,96,17406,3,2425
2025-10-27 15:29:14,91,17564,0,2425
2025-10-27 15:29:16,93,17954,0,2425
2025-10-27 15:29:19,93,17168,0,2425
2025-10-27 15:29:21,94,17153,72,2425
2025-10-27 15:29:23,100,17341,0,2425
2025-10-27 15:29:25,97,17834,0,2425
2025-10-27 15:29:28,93,18019,0,2425
2025-10-27 15:29:30,100,17513,71,2425
2025-10-27 15:29:32,100,17464,0,2425
2025-10-27 15:29:35,93,17766,0,2425
2025-10-27 15:29:37,100,18126,0,2425
2025-10-27 15:29:39,93,17476,49,2425
2025-10-27 15:29:41,93,17422,0,2425
2025-10-27 15:29:44,95,17665,0,2425
2025-10-27 15:29:46,94,18043,0,2425
2025-10-27 15:29:48,96,17454,0,2425
2025-10-27 15:29:50,100,17383,10,2425
2025-10-27 15:29:53,93,17538,0,2425
2025-10-27 15:29:55,99,17868,0,2425
2025-10-27 15:29:57,94,17849,0,2425
2025-10-27 15:30:00,99,17438,63,2425
2025-10-27 15:30:02,100,17533,0,2425
2025-10-27 15:30:04,100,17835,0,2425
2025-10-27 15:30:06,94,18050,0,2425
2025-10-27 15:30:09,99,17401,72,2425
2025-10-27 15:30:11,99,17514,0,2425
2025-10-27 15:30:13,98,17692,0,2425
2025-10-27 15:30:15,95,18059,0,2425
2025-10-27 15:30:18,95,17436,66,2425
2025-10-27 15:30:20,99,17340,3,2425
2025-10-27 15:30:22,91,17556,0,2425
2025-10-27 15:30:24,97,18017,0,2425
2025-10-27 15:30:27,96,17414,0,2425
2025-10-27 15:30:29,94,17311,69,2425
2025-10-27 15:30:31,94,17430,0,2425
2025-10-27 15:30:34,95,17901,0,2425
2025-10-27 15:30:36,97,18175,0,2425
2025-10-27 15:30:38,99,17416,71,2425
2025-10-27 15:30:40,95,17376,0,2425
2025-10-27 15:30:43,100,17722,0,2425
2025-10-27 15:30:45,95,18172,0,2425
2025-10-27 15:30:47,94,17416,49,2425
2025-10-27 15:30:50,93,17469,15,2425
2025-10-27 15:30:52,99,17721,0,2425
2025-10-27 15:30:54,100,18093,0,2425
2025-10-27 15:30:56,92,17563,6,2425
2025-10-27 15:30:59,97,17383,0,2425
2025-10-27 15:31:01,96,17522,0,2425
2025-10-27 15:31:03,93,17891,0,2425
2025-10-27 15:31:05,92,17600,0,2425
2025-10-27 15:31:08,91,17551,47,2425
2025-10-27 15:31:10,97,17651,0,2425
2025-10-27 15:31:12,98,17929,0,2425
2025-10-27 15:31:14,93,18299,0,2425
2025-10-27 15:31:17,95,17490,72,2425
2025-10-27 15:31:19,98,17478,0,2425
2025-10-27 15:31:21,95,17798,0,2425
2025-10-27 15:31:24,100,18123,0,2425
2025-10-27 15:31:26,92,17345,72,2425
2025-10-27 15:31:28,94,17314,0,2425
