Timestamp,CPU%,MemoryMB,GPU%,GPUMemoryMB
2025-10-27 15:22:19,97,15281,11,79
2025-10-27 15:22:22,97,15236,0,79
2025-10-27 15:22:24,94,15277,0,79
2025-10-27 15:22:26,93,15241,6,79
2025-10-27 15:22:29,95,15206,0,79
2025-10-27 15:22:31,99,15232,0,79
2025-10-27 15:22:33,94,15287,0,79
2025-10-27 15:22:35,99,15185,2,79
2025-10-27 15:22:38,93,15190,0,79
2025-10-27 15:22:40,94,15194,0,79
2025-10-27 15:22:42,92,15237,9,79
2025-10-27 15:22:44,99,15256,0,79
2025-10-27 15:22:47,95,15269,0,79
2025-10-27 15:22:49,97,15244,11,79
2025-10-27 15:22:51,100,15149,0,79
2025-10-27 15:22:54,96,15218,0,79
2025-10-27 15:22:56,96,15225,0,79
2025-10-27 15:22:58,99,15117,0,79
2025-10-27 15:23:00,94,15225,0,79
2025-10-27 15:23:03,100,15215,0,79
2025-10-27 15:23:05,100,15155,11,79
2025-10-27 15:23:07,100,15222,0,79
2025-10-27 15:23:09,93,15200,0,79
2025-10-27 15:23:12,93,15214,5,79
2025-10-27 15:23:14,96,15199,0,79
2025-10-27 15:23:16,96,15177,0,79
2025-10-27 15:23:18,96,15259,0,79
2025-10-27 15:23:21,96,15202,2,79
2025-10-27 15:23:23,98,15260,0,79
2025-10-27 15:23:25,94,15259,0,79
2025-10-27 15:23:28,93,15158,8,79
2025-10-27 15:23:30,94,15157,0,79
2025-10-27 15:23:32,97,15124,0,79
2025-10-27 15:23:34,93,15197,10,79
2025-10-27 15:23:37,99,15167,0,79
2025-10-27 15:23:39,91,15158,0,79
2025-10-27 15:23:41,94,15161,4,79
2025-10-27 15:23:43,94,15077,0,79
2025-10-27 15:23:46,97,15087,0,79
2025-10-27 15:23:48,98,15166,0,79
2025-10-27 15:23:50,91,15122,3,79
2025-10-27 15:23:53,100,15158,0,79
2025-10-27 15:23:55,96,15200,0,79
2025-10-27 15:23:57,92,15170,4,79
2025-10-27 15:23:59,91,15229,0,79
2025-10-27 15:24:02,99,15184,0,79
2025-10-27 15:24:04,97,15192,0,79
2025-10-27 15:24:06,94,15189,4,79
2025-10-27 15:24:08,91,15203,0,79
2025-10-27 15:24:11,100,15526,0,79
2025-10-27 15:24:13,99,15381,0,2207
