Timestamp_sec,CPU%,MemMB,Mem%,GPU%,GPU_MemMB,GPU_Mem%
368.4,95.6,2488.1,7.8,0.0,223.0,5.4
370.7,95.3,2488.5,7.8,0.0,223.0,5.4
373.1,104.5,2489.8,7.8,0.0,223.0,5.4
375.4,99.4,2492.9,7.8,0.0,223.0,5.4
377.7,99.1,2495.4,7.9,0.0,223.0,5.4
380.0,103.8,2498.2,7.9,0.0,223.0,5.4
382.3,99.5,2500.6,7.9,0.0,223.0,5.4
384.6,99.1,2503.1,7.9,0.0,223.0,5.4
386.9,104.0,2503.1,7.9,0.0,223.0,5.4
389.2,95.2,2503.8,7.9,0.0,223.0,5.4
391.5,99.2,2505.6,7.9,0.0,223.0,5.4
393.9,99.4,2508.4,7.9,0.0,223.0,5.4
396.2,113.9,2510.7,7.9,0.0,223.0,5.4
398.5,103.5,2513.2,7.9,0.0,223.0,5.4
400.8,103.4,2516.0,7.9,0.0,223.0,5.4
403.1,91.8,2517.9,7.9,0.0,223.0,5.4
405.4,94.9,2519.2,7.9,0.0,223.0,5.4
407.7,103.2,2519.2,7.9,0.0,223.0,5.4
410.0,95.1,2520.7,7.9,0.0,223.0,5.4
412.2,95.2,2523.4,7.9,0.0,223.0,5.4
414.5,95.5,2525.6,7.9,0.0,223.0,5.4
416.9,102.9,2528.2,8.0,0.0,223.0,5.4
419.2,99.7,2531.2,8.0,0.0,223.0,5.4
421.5,95.0,2533.2,8.0,0.0,223.0,5.4
423.9,95.0,2535.0,8.0,0.0,223.0,5.4
426.1,186.7,2460.1,7.7,3.0,737.0,18.0
428.2,109.8,2460.4,7.7,0.0,737.0,18.0
430.4,107.0,2688.7,8.5,0.0,737.0,18.0
432.9,91.1,3122.9,9.8,0.0,737.0,18.0
435.8,99.8,2601.9,8.2,7.0,737.0,18.0
437.9,109.8,2604.5,8.2,5.0,737.0,18.0
440.1,99.8,2609.5,8.2,5.0,737.0,18.0
442.2,99.9,2614.5,8.2,5.0,737.0,18.0
444.4,103.3,2617.2,8.2,5.0,737.0,18.0
446.6,157.6,2619.5,8.2,5.0,737.0,18.0
448.7,219.7,2622.2,8.3,7.0,737.0,18.0
450.9,106.5,2624.4,8.3,6.0,737.0,18.0
453.1,99.8,2627.0,8.3,5.0,737.0,18.0
455.2,158.1,2629.7,8.3,7.0,737.0,18.0
457.4,185.3,2631.4,8.3,5.0,737.0,18.0
459.6,166.7,2634.8,8.3,5.0,737.0,18.0
461.7,149.6,2636.6,8.3,5.0,737.0,18.0
463.9,159.7,2638.4,8.3,6.0,737.0,18.0
466.1,99.9,2640.0,8.3,5.0,737.0,18.0
468.2,99.8,2642.5,8.3,6.0,737.0,18.0
470.4,159.8,2644.5,8.3,5.0,737.0,18.0
472.5,159.5,2646.7,8.3,5.0,737.0,18.0
474.7,147.0,2648.1,8.3,5.0,737.0,18.0
476.9,158.5,2651.4,8.3,7.0,737.0,18.0
479.0,119.8,2653.0,8.3,5.0,737.0,18.0
481.2,99.9,2654.2,8.4,5.0,737.0,18.0
483.3,139.8,2657.0,8.4,7.0,737.0,18.0
485.5,209.7,2658.6,8.4,5.0,737.0,18.0
487.7,179.8,2661.9,8.4,5.0,737.0,18.0
489.8,119.8,2664.4,8.4,5.0,737.0,18.0
492.0,99.8,2666.9,8.4,5.0,737.0,18.0
494.1,129.8,2668.6,8.4,5.0,737.0,18.0
496.3,149.7,2670.1,8.4,7.0,737.0,18.0
498.4,209.8,2673.4,8.4,5.0,737.0,18.0
500.6,209.7,2675.8,8.4,7.0,737.0,18.0
502.8,109.9,2677.3,8.4,5.0,737.0,18.0
505.0,99.8,2678.4,8.4,5.0,737.0,18.0
507.1,107.3,2681.1,8.4,5.0,737.0,18.0
509.3,139.7,2682.5,8.4,5.0,737.0,18.0
511.5,159.8,2683.6,8.4,5.0,737.0,18.0
513.6,109.9,2685.9,8.5,5.0,737.0,18.0
515.8,99.8,2687.5,8.5,5.0,737.0,18.0
518.0,149.7,2690.3,8.5,5.0,737.0,18.0
520.1,209.8,2692.5,8.5,5.0,737.0,18.0
522.3,109.8,2695.3,8.5,5.0,737.0,18.0
524.4,169.6,2706.5,8.5,5.0,737.0,18.0
526.6,99.9,2755.7,8.7,5.0,737.0,18.0
528.8,179.6,2711.3,8.5,5.0,737.0,18.0
531.0,109.7,2814.7,8.9,5.0,737.0,18.0
533.2,109.9,2723.7,8.6,5.0,737.0,18.0
535.3,159.7,2725.4,8.6,5.0,737.0,18.0
537.5,169.8,2740.8,8.6,4.0,737.0,18.0
539.7,119.9,2861.1,9.0,5.0,737.0,18.0
541.8,99.9,2881.9,9.1,5.0,737.0,18.0
544.0,99.8,2897.8,9.1,5.0,737.0,18.0
546.1,119.8,2826.2,8.9,4.0,737.0,18.0
548.3,179.8,2850.9,9.0,5.0,737.0,18.0
550.5,159.8,2868.4,9.0,6.0,737.0,18.0
552.6,169.5,2891.2,9.1,5.0,737.0,18.0
554.8,179.8,2911.6,9.2,5.0,737.0,18.0
557.0,159.8,3028.1,9.5,4.0,737.0,18.0
559.2,160.4,3049.0,9.6,5.0,737.0,18.0
561.4,119.8,3065.9,9.6,5.0,737.0,18.0
563.5,167.6,3086.5,9.7,6.0,737.0,18.0
565.7,109.9,3111.3,9.8,4.0,737.0,18.0
567.8,109.9,3127.5,9.8,5.0,737.0,18.0
570.0,129.9,3055.8,9.6,5.0,737.0,18.0
572.2,99.8,3480.7,11.0,0.0,737.0,18.0
574.3,106.7,4072.2,12.8,0.0,737.0,18.0
577.0,91.8,4408.8,13.9,0.0,737.0,18.0
579.3,169.7,3680.2,11.6,0.0,737.0,18.0
581.5,99.9,3689.0,11.6,5.0,737.0,18.0
583.7,99.9,3691.5,11.6,5.0,737.0,18.0
585.8,145.8,3692.9,11.6,5.0,737.0,18.0
588.0,109.9,3694.6,11.6,5.0,737.0,18.0
590.1,189.8,3696.3,11.6,5.0,737.0,18.0
592.3,109.4,3699.8,11.6,5.0,737.0,18.0
594.5,119.9,3701.5,11.6,5.0,737.0,18.0
596.9,127.6,3704.9,11.7,3.0,737.0,18.0
599.1,99.8,3708.5,11.7,5.0,737.0,18.0
601.3,169.8,3711.5,11.7,5.0,737.0,18.0
603.4,99.9,3715.4,11.7,5.0,737.0,18.0
605.6,139.8,3717.7,11.7,5.0,737.0,18.0
607.7,139.8,3720.2,11.7,5.0,737.0,18.0
609.9,109.9,3723.0,11.7,5.0,737.0,18.0
612.1,149.8,3725.1,11.7,5.0,737.0,18.0
614.2,99.9,3727.4,11.7,5.0,737.0,18.0
616.4,171.2,3730.4,11.7,5.0,737.0,18.0
618.6,99.9,3733.8,11.7,5.0,737.0,18.0
620.8,199.7,3736.3,11.8,5.0,737.0,18.0
622.9,99.8,3738.4,11.8,5.0,737.0,18.0
625.1,179.1,3741.0,11.8,5.0,737.0,18.0
627.2,149.8,3744.0,11.8,5.0,737.0,18.0
629.4,116.5,3755.6,11.8,6.0,737.0,18.0
631.6,103.1,3757.7,11.8,5.0,737.0,18.0
633.7,109.8,3806.0,12.0,5.0,737.0,18.0
635.9,129.7,3863.5,12.2,5.0,737.0,18.0
638.0,157.9,3866.1,12.2,4.0,737.0,18.0
640.2,169.8,3775.1,11.9,4.0,737.0,18.0
642.4,159.3,3790.5,11.9,5.0,737.0,18.0
644.6,99.7,3905.2,12.3,5.0,737.0,18.0
646.8,139.8,3921.4,12.3,3.0,737.0,18.0
648.9,169.8,3846.7,12.1,3.0,737.0,18.0
651.1,129.8,3867.3,12.2,5.0,737.0,18.0
653.3,99.8,3984.7,12.5,5.0,737.0,18.0
655.5,152.1,4004.7,12.6,3.0,737.0,18.0
657.6,164.9,3925.6,12.4,3.0,737.0,18.0
659.8,99.8,4040.3,12.7,5.0,737.0,18.0
662.0,146.4,4059.7,12.8,4.0,737.0,18.0
664.2,189.8,3984.8,12.5,5.0,737.0,18.0
666.3,99.3,4000.9,12.6,3.0,737.0,18.0
668.6,99.8,4115.8,13.0,3.0,737.0,18.0
670.7,144.3,4136.3,13.0,5.0,737.0,18.0
673.0,169.7,4061.3,12.8,5.0,737.0,18.0
675.1,99.8,4174.4,13.1,4.0,737.0,18.0
677.3,172.3,4102.7,12.9,4.0,737.0,18.0
679.5,99.9,4211.6,13.3,5.0,737.0,18.0
681.7,147.2,4237.1,13.3,5.0,737.0,18.0
683.8,119.9,4157.2,13.1,3.0,737.0,18.0
686.0,119.9,4271.5,13.4,4.0,737.0,18.0
688.1,169.8,4199.0,13.2,4.0,737.0,18.0
690.3,99.8,4311.6,13.6,3.0,737.0,18.0
692.5,208.7,4336.9,13.6,3.0,737.0,18.0
694.7,129.8,4260.8,13.4,5.0,737.0,18.0
696.9,136.7,4370.6,13.8,5.0,737.0,18.0
699.0,169.8,4294.1,13.5,5.0,737.0,18.0
701.2,119.8,4408.2,13.9,4.0,737.0,18.0
703.3,119.8,4335.0,13.6,5.0,737.0,18.0
705.5,149.8,4348.4,13.7,5.0,737.0,18.0
707.7,58.8,4375.3,13.8,3.0,737.0,18.0
709.8,168.4,4394.4,13.8,5.0,737.0,18.0
712.1,99.9,4510.5,14.2,5.0,737.0,18.0
714.2,159.8,4434.7,14.0,3.0,737.0,18.0
716.4,99.8,4552.6,14.3,3.0,737.0,18.0
718.6,148.5,4580.8,14.4,4.0,737.0,18.0
720.8,159.0,4600.7,14.5,4.0,737.0,18.0
# STAGE: ERROR: INTERNAL: CpuCallback error calling callback: Traceback (most recent call last):
  File "/home/arhashemi/Workspace/welding/JAXTrace/run_example_with_monitoring.py", line 351, in <module>
  File "/home/arhashemi/Workspace/welding/JAXTrace/run_example_with_monitoring.py", line 297, in main_with_monitoring
  File "/home/arhashemi/Workspace/welding/JAXTrace/example_workflow.py", line 363, in main
  File "/home/arhashemi/Workspace/welding/JAXTrace/example_workflow.py", line 1050, in execute_particle_tracking
  File "/home/arhashemi/Workspace/welding/JAXTrace/jaxtrace/tracking/tracker.py", line 356, in track_particles
  File "/home/arhashemi/Workspace/welding/JAXTrace/jaxtrace/tracking/tracker.py", line 443, in _track_single_batch
  File "/home/arhashemi/Workspace/welding/JAXTrace/jaxtrace/tracking/tracker.py", line 312, in _integration_step
  File "/home/arhashemi/Workspace/welding/JAXTrace/jaxtrace/integrators/rk4.py", line 103, in rk4_step
  File "/home/arhashemi/Workspace/welding/JAXTrace/jaxtrace/tracking/tracker.py", line 837, in <lambda>
  File "/home/arhashemi/Workspace/welding/JAXTrace/jaxtrace/fields/shared_octree_fem_field.py", line 443, in sample_at_positions
  File "/home/arhashemi/Workspace/welding/JAXTrace/jaxtrace/fields/shared_octree_fem_field.py", line 509, in _sample_gpu_with_hash_octrees
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/callback.py", line 578, in io_callback
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/core.py", line 632, in bind
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/core.py", line 648, in _true_bind
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/core.py", line 660, in bind_with_trace
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/core.py", line 1189, in process_primitive
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/dispatch.py", line 94, in apply_primitive
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/traceback_util.py", line 180, in reraise_with_filtered_traceback
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/pjit.py", line 263, in cache_miss
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/pjit.py", line 146, in _python_pjit_helper
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/pjit.py", line 1622, in _pjit_call_impl_python
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/profiler.py", line 359, in wrapper
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/interpreters/pxla.py", line 1371, in __call__
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/callback.py", line 784, in _wrapped_callback
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/callback.py", line 496, in _callback
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/callback.py", line 442, in io_callback_impl
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/callback.py", line 70, in __call__
  File "/home/arhashemi/Workspace/welding/JAXTrace/jaxtrace/fields/shared_octree_fem_field.py", line 501, in gpu_sample_callback
  File "/home/arhashemi/Workspace/welding/JAXTrace/jaxtrace/fields/shared_octree_fem_field.py", line 557, in _sample_field_gpu_timestep_callback
  File "/home/arhashemi/Workspace/welding/JAXTrace/jaxtrace/fields/hash_octree.py", line 717, in hash_lookup_batch_jax
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/traceback_util.py", line 181, in reraise_with_filtered_traceback
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/api.py", line 1162, in vmap_f
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/linear_util.py", line 212, in call_wrapped
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/interpreters/batching.py", line 703, in _batch_outer
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/interpreters/batching.py", line 719, in _batch_inner
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/interpreters/batching.py", line 400, in flatten_fun_for_vmap
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/linear_util.py", line 421, in _get_result_paths_thunk
  File "/home/arhashemi/Workspace/welding/JAXTrace/jaxtrace/fields/hash_octree.py", line 718, in <lambda>
  File "/home/arhashemi/Workspace/welding/JAXTrace/jaxtrace/fields/hash_octree.py", line 577, in hash_lookup_jax_from_morton
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/traceback_util.py", line 181, in reraise_with_filtered_traceback
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/lax/control_flow/loops.py", line 2643, in fori_loop
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/traceback_util.py", line 181, in reraise_with_filtered_traceback
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/lax/control_flow/loops.py", line 353, in scan
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/core.py", line 632, in bind
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/core.py", line 650, in _true_bind
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/core.py", line 660, in bind_with_trace
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/interpreters/batching.py", line 583, in process_primitive
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/lax/control_flow/loops.py", line 1272, in _scan_batching_rule
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/core.py", line 632, in bind
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/core.py", line 650, in _true_bind
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/core.py", line 660, in bind_with_trace
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/core.py", line 1189, in process_primitive
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/dispatch.py", line 96, in apply_primitive
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/traceback_util.py", line 181, in reraise_with_filtered_traceback
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/pjit.py", line 263, in cache_miss
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/pjit.py", line 174, in _python_pjit_helper
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/core.py", line 632, in bind
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/core.py", line 650, in _true_bind
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/core.py", line 660, in bind_with_trace
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/core.py", line 1189, in process_primitive
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/pjit.py", line 1671, in _pjit_call_impl
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/pjit.py", line 1647, in call_impl_cache_miss
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/pjit.py", line 1590, in _pjit_call_impl_python
  File "/home/arhashemi/Workspace/welding/JAXTrace/.venv/lib/python3.13/site-packages/jax/_src/pjit.py", line 1554, in _resolve_and_lower
